business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,data_quality
68753,La Briciola  Restaurant,489 03rd St,San Francisco,CA,94107,37.781451,-122.395927,"(37.781451, -122.395927)",,68753_20171011,10/11/2017 12:00:00 AM,100.0,Routine - Unscheduled,68753_20171012_103114,High risk vermin infestation,High Risk,medium
68761,Subway Sandwich #28429,168 02nd St,San Francisco,CA,94105,,,,,68761_20180410,04/10/2018 12:00:00 AM,90.0,Routine - Unscheduled,68761_20170127_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,low
68763,Kichi Grill,835 Market St FE#9,San Francisco,CA,94103,37.785014,-122.40664,"(37.785014, -122.40664)",,68763_20171211,12/11/2017 12:00:00 AM,88.0,Routine - Unscheduled,68763_20171211_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,medium
68764,Golden Gate Grill,449 Powell St 2nd Floor,San Francisco,CA,94102,41.257358,-96.041836,,253353597,68764_20160502,05/02/2016 12:00:00 AM,100.0,Routine - Unscheduled,68764_20170410_103133,Foods not protected from contamination,Moderate Risk,low
68766,Moolicious Cafe and Crepe,1 Sansome St #105,San Francisco,CA,94104,37.790415,-122.400615,"(37.790415, -122.400615)",,68766_20170109,01/09/2017 12:00:00 AM,98.0,Routine - Unscheduled,68766_20170109_103145,Improper storage of equipment utensils or linens,Low Risk,medium
68768,Elsy's Restaurant,2893 Mission St,San Francisco,CA,94110,,,,14155728521,68768_20160607,06/07/2016 12:00:00 AM,88.0,Routine - Unscheduled,68768_20160607_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,low
68773,Nopalito,1224 9th Ave,San Francisco,CA,94122,37.765412,-122.466375,"(37.765412, -122.466375)",14155430303,68773_20160823,08/23/2016 12:00:00 AM,90.0,Routine - Unscheduled,68773_20160823_103154,Unclean or degraded floors walls or ceilings,Low Risk,high
68774,Fox Market,570 LARKIN St,San Francisco,CA,94102,37.783036,-122.417396,"(37.783036, -122.417396)",,68774_20160609,06/09/2016 12:00:00 AM,93.0,Reinspection/Followup,68774_20160602_103112,No hot water or running water,High Risk,medium
68784,Joe's Ice Cream,5420 Geary Blvd,San Francisco,CA,94121,37.780488,-122.477751,"(37.780488, -122.477751)",,68784_20160510,05/10/2016 12:00:00 AM,90.0,Routine - Unscheduled,68784_20160510_103139,Improper food storage,Low Risk,medium
68799,Zeitgeist,199 VALENCIA St,San Francisco,CA,94110,,,,14155436891,68799_20180717,07/17/2018 12:00:00 AM,86.0,Complaint,68799_20160526_103148,No thermometers or uncalibrated thermometers,Low Risk,low
68808,"Shabuway, Men-Oh",5120 GEARY Blvd,San Francisco,CA,94118,37.780674,-122.474243,"(37.780674, -122.474243)",,68808_20171012,10/12/2017 12:00:00 AM,82.0,Non-inspection site visit,68808_20160628_103131,Moderate risk vermin infestation,Moderate Risk,medium
68813,Small Foods,522 02nd St,San Francisco,CA,94107,37.782803,-122.393379,"(37.782803, -122.393379)",,68813_20180514,05/14/2018 12:00:00 AM,75.0,Routine - Unscheduled,68813_20180514_103114,High risk vermin infestation,High Risk,low
68814,Farley's,1315 18th St,San Francisco,CA,94107,37.763733,-122.466366,"(37.763733, -122.466366)",,68814_20151210,12/10/2015 12:00:00 AM,92.0,Routine - Unscheduled,68814_20151210_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
68824,Harvey's Place,330 05th St,San Francisco,CA,94107,37.779807,-122.402887,"(37.779807, -122.402887)",,68824_20171214,12/14/2017 12:00:00 AM,98.0,Routine - Unscheduled,68824_20171214_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
68826,Vanda Siam Restaurant,668 Sacramento St,San Francisco,CA,94111,37.79373,-122.403974,"(37.79373, -122.403974)",,68826_20181010,10/10/2018 12:00:00 AM,88.0,Routine - Unscheduled,68826_20181010_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
68827,Slurp Ramen,710 Commercial St,San Francisco,CA,94108,,,,,68827_20160726,07/26/2016 12:00:00 AM,92.0,Routine - Unscheduled,68827_20160726_103120,Moderate risk food holding temperature,Moderate Risk,low
68831,Super Duper,783 Mission St #1010,San Francisco,CA,94103,37.784758,-122.403837,"(37.784758, -122.403837)",2805809100,68831_20160325,03/25/2016 12:00:00 AM,77.0,Routine - Unscheduled,68831_20160325_103145,Improper storage of equipment utensils or linens,Low Risk,high
68832,Bayshore Market Deli & Liquor,300 BAYSHORE Blvd,San Francisco,CA,94124,37.743065,-122.405284,"(37.743065, -122.405284)",,68832_20180530,05/30/2018 12:00:00 AM,83.0,Routine - Unscheduled,68832_20180530_103105,Improper cooling methods,High Risk,medium
68842,All Good Pizza,1605 Jerrold Ave,San Francisco,CA,,37.738998,-122.389778,"(37.738998, -122.389778)",,68842_20180104,01/04/2018 12:00:00 AM,73.0,Routine - Unscheduled,68842_20180104_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
68860,Soma Fresh Meat and Deli,1000 Howard St,San Francisco,CA,94103,,,,,68860_20180516,05/16/2018 12:00:00 AM,86.0,Reinspection/Followup,68860_20160826_103157,Food safety certificate or food handler card not available,Low Risk,low
68865,Grant Place Restaurant,737 Washington St,San Francisco,CA,94108,37.795166,-122.405924,"(37.795166, -122.405924)",['1866839454' 'unde'],68865_20160628,06/28/2016 12:00:00 AM,74.0,Routine - Unscheduled,68865_20160628_103139,Improper food storage,Low Risk,high
68872,Jiang Ling Cuisine Restaurant,2517 SAN BRUNO Ave,San Francisco,CA,94134,37.729985,-122.404526,"(37.729985, -122.404526)",,68872_20171212,12/12/2017 12:00:00 AM,72.0,Routine - Unscheduled,68872_20171212_103133,Foods not protected from contamination,Moderate Risk,medium
68890,Geneva Bubble Tea,981 Geneva Ave,San Francisco,CA,94112,37.715871,-122.439703,"(37.715871, -122.439703)",,68890_20180606,06/06/2018 12:00:00 AM,84.0,Routine - Unscheduled,68890_20180606_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
68891,Local Edition,691 Market St,San Francisco,CA,94103,,,,,68891_20170224,02/24/2017 12:00:00 AM,88.0,Routine - Unscheduled,68891_20170224_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
68894,Craftsman and Wolves,746 Valencia St,San Francisco,CA,94110,37.760955,-122.421552,"(37.760955, -122.421552)",,68894_20161110,11/10/2016 12:00:00 AM,90.0,Reinspection/Followup,68894_20161103_103145,Improper storage of equipment utensils or linens,Low Risk,medium
68895,It' Sugar,333 Jefferson St Space B-101,San Francisco,CA,94133,37.807923,-122.417887,"(37.807923, -122.417887)",,68895_20160808,08/08/2016 12:00:00 AM,98.0,Routine - Unscheduled,68895_20160808_103139,Improper food storage,Low Risk,low
68909,Cafe La Flore,1340 Irving St,San Francisco,CA,94122,37.763798,-122.472422,"(37.763798, -122.472422)",14155756525,68909_20160707,07/07/2016 12:00:00 AM,98.0,Routine - Unscheduled,68909_20160707_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,high
68916,Rumors,398 07th St,San Francisco,CA,94103,37.775647,-122.406459,"(37.775647, -122.406459)",,68916_20180322,03/22/2018 12:00:00 AM,76.0,Routine - Unscheduled,68916_20180322_103157,Food safety certificate or food handler card not available,Low Risk,low
68944,Peet's Coffee and Tea,1630 Holloway Ave,San Francisco,CA,94132,37.720877,-122.477651,"(37.720877, -122.477651)",14155374525,68944_20160509,05/09/2016 12:00:00 AM,100.0,Routine - Unscheduled,68944_20170502_103150,Improper or defective plumbing,Low Risk,high
68955,Ghirardelli Chocolate,845 Market St Suite 014,San Francisco,CA,94103,37.784848,-122.406892,"(37.784848, -122.406892)",,68955_20160907,09/07/2016 12:00:00 AM,96.0,Routine - Unscheduled,68955_20160907_103156,Permit license or inspection report not posted,Low Risk,medium
68961,Pupuseria & Restaurante Panchitas,4901 Mission Street,San Francisco,CA,94112,37.719932,-122.438395,"(37.719932, -122.438395)",,68961_20160722,07/22/2016 12:00:00 AM,83.0,Routine - Unscheduled,68961_20160722_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,medium
68963,West of Pecos,550 Valencia St,San Francisco,CA,94110,37.764087,-122.421881,"(37.764087, -122.421881)",14155257000,68963_20160412,04/12/2016 12:00:00 AM,90.0,Reinspection/Followup,68963_20160405_103150,Improper or defective plumbing,Low Risk,high
68974,Sushi Avenue Inc,1515 Sloat Blvd,San Francisco,CA,94132,,,,14151297000,68974_20170601,06/01/2017 12:00:00 AM,94.0,Reinspection/Followup,68974_20160603_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
68986,Cafe Troya Fillmore,2125 FILLMORE St,San Francisco,CA,94115,37.789404,-122.433954,"(37.789404, -122.433954)",,68986_20171211,12/11/2017 12:00:00 AM,80.0,Routine - Unscheduled,68986_20171211_103105,Improper cooling methods,High Risk,medium
68998,Cajun House,308 05th Ave,San Francisco,CA,94118,37.7828,-122.463274,"(37.7828, -122.463274)",,68998_20160706,07/06/2016 12:00:00 AM,81.0,Reinspection/Followup,68998_20160628_103133,Foods not protected from contamination,Moderate Risk,medium
69006,Chipotle Mexican Grill #1566,50 California St,San Francisco,CA,94111,,,,,69006_20180516,05/16/2018 12:00:00 AM,98.0,Routine - Unscheduled,69006_20180516_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,low
69012,Carmel Pizza Company,2826 Jones St,San Francisco,CA,,37.807673,-122.417266,"(37.807673, -122.417266)",,69012_20180404,04/04/2018 12:00:00 AM,90.0,Reinspection/Followup,69012_20170711_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,low
69016,Lahore Karahi,612 O'Farrell St,San Francisco,CA,94109,37.785635,-122.414779,"(37.785635, -122.414779)",1866839454,69016_20160305,03/05/2016 12:00:00 AM,72.0,Reinspection/Followup,69016_20180301_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,high
6904,BUCHANAN FOOD MART,2135 BUCHANAN St,San Francisco,CA,94115,37.789844,-122.430684,"(37.789844, -122.430684)",14155937420,6904_20171215,12/15/2017 12:00:00 AM,100.0,Routine - Unscheduled,6904_20180926_103157,Food safety certificate or food handler card not available,Low Risk,high
69041,Washington Cafe,826 Washington St,San Francisco,CA,94108,37.795128,-122.406993,"(37.795128, -122.406993)",,69041_20161024,10/24/2016 12:00:00 AM,85.0,Routine - Unscheduled,69041_20161024_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
69066,Hayes Valley Bakeworks,550 Gough St,San Francisco,CA,,37.778299,-122.423187,"(37.778299, -122.423187)",,69066_20180320,03/20/2018 12:00:00 AM,96.0,Routine - Unscheduled,69066_20180320_103133,Foods not protected from contamination,Moderate Risk,low
69069,Easy Breezy,4028 24th St,San Francisco,CA,94114,37.751418,-122.432602,"(37.751418, -122.432602)",,69069_20160912,09/12/2016 12:00:00 AM,96.0,Routine - Unscheduled,69069_20160912_103145,Improper storage of equipment utensils or linens,Low Risk,medium
69081,The Roxie Theater,3117 16th St,San Francisco,CA,94103,37.764828,-122.422363,"(37.764828, -122.422363)",,69081_20160615,06/15/2016 12:00:00 AM,100.0,Routine - Scheduled,69081_20160615_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,medium
691,,2299 UNION St,San Francisco,CA,94123,37.796893,-122.436847,"(37.796893, -122.436847)",,691_20180307,03/07/2018 12:00:00 AM,92.0,Routine - Unscheduled,691_20180307_103142,Unclean nonfood contact surfaces,Low Risk,low
69110,Chez Maman,401 Gough St,San Francisco,CA,94102,37.776889,-122.423039,"(37.776889, -122.423039)",14155908177,69110_20180424,04/24/2018 12:00:00 AM,84.0,Routine - Unscheduled,69110_20180424_103144,Unapproved or unmaintained equipment or utensils,Low Risk,high
69113,Upcider,"1160 Polk St, 2nd Floor",San Francisco,CA,94109,37.787468,-122.419997,"(37.787468, -122.419997)",,69113_20160701,07/01/2016 12:00:00 AM,96.0,Routine - Unscheduled,69113_20160701_103139,Improper food storage,Low Risk,medium
69115,Hahn's Hibachi,1710 Polk St,San Francisco,CA,94109,37.792577,-122.421056,"(37.792577, -122.421056)",,69115_20180227,02/27/2018 12:00:00 AM,86.0,Routine - Unscheduled,69115_20180227_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
69118,Noodle Bar and Grill,631 Broadway St,San Francisco,CA,94133,37.797744,-122.407488,"(37.797744, -122.407488)",,69118_20160714,07/14/2016 12:00:00 AM,88.0,Routine - Unscheduled,69118_20160714_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
6912,"STORE ON THE CORNER, THE",121 NEW MONTGOMERY St,San Francisco,CA,94105,37.787113,-122.400052,"(37.787113, -122.400052)",14155783348,6912_20160811,08/11/2016 12:00:00 AM,86.0,Routine - Unscheduled,6912_20160811_103129,Insufficient hot water or running water,Moderate Risk,high
69121,"Mavelous, LLC",1408 MARKET St,San Francisco,CA,94102,37.776144,-122.418058,"(37.776144, -122.418058)",,69121_20180626,06/26/2018 12:00:00 AM,87.0,Routine - Unscheduled,69121_20180626_103133,Foods not protected from contamination,Moderate Risk,medium
69122,Hiyaaa!,Off The Grid,San Francisco,CA,,0.0,0.0,"(0, 0)",,69122_20160119,01/19/2016 12:00:00 AM,98.0,Structural Inspection,69122_20160119_103148,No thermometers or uncalibrated thermometers,Low Risk,low
69127,Giant Burrito,353 Bayshore Blvd,San Francisco,CA,94124,37.741959,-122.405378,"(37.741959, -122.405378)",,69127_20180514,05/14/2018 12:00:00 AM,92.0,Structural Inspection,69127_20160303_103157,Food safety certificate or food handler card not available,Low Risk,low
6913,XTRA OIL CORP,3750 03rd St,San Francisco,CA,94124,37.743151,-122.387913,"(37.743151, -122.387913)",,6913_20161102,11/02/2016 12:00:00 AM,98.0,Routine - Unscheduled,6913_20161102_103156,Permit license or inspection report not posted,Low Risk,medium
69135,Ghirardelli Chocolate - Main Concourse Level,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,69135_20180911,09/11/2018 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
69147,Mission Rock Resort,817 TERRY FRANCOIS Blvd,San Francisco,CA,94107,,,,http://www.conwaymedicalcenter.com,69147_20161205,12/05/2016 12:00:00 AM,91.0,Routine - Unscheduled,69147_20161205_103105,Improper cooling methods,High Risk,low
69152,Polo Grounds Pub & Grill,747 03rd St,San Francisco,CA,94107,,,,,69152_20171031,10/31/2017 12:00:00 AM,86.0,Reinspection/Followup,69152_20170816_103133,Foods not protected from contamination,Moderate Risk,low
6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,CA,94124,37.749949,-122.393975,"(37.749949, -122.393975)",,6916_20170522,05/22/2017 12:00:00 AM,81.0,Routine - Unscheduled,6916_20170522_103133,Foods not protected from contamination,Moderate Risk,medium
69172,Victoria Pastry Co.,700 Filbert St,San Francisco,CA,94133,37.8012,-122.411191,"(37.8012, -122.411191)",14155981655,69172_20170103,01/03/2017 12:00:00 AM,96.0,Routine - Unscheduled,69172_20170103_103144,Unapproved or unmaintained equipment or utensils,Low Risk,high
69175,Mau Restaurant,665 Valencia St,San Francisco,CA,94110,37.762381,-122.42156,"(37.762381, -122.42156)",14155307517,69175_20161024,10/24/2016 12:00:00 AM,84.0,Complaint,69175_20160601_103132,Improper thawing methods,Moderate Risk,high
69181,Cha-Ya Restaurant,762 Valencia St,San Francisco,CA,94110,37.760777,-122.421505,"(37.760777, -122.421505)",14155257825,69181_20160330,03/30/2016 12:00:00 AM,92.0,Routine - Unscheduled,69181_20160330_103120,Moderate risk food holding temperature,Moderate Risk,high
69186,"Premier Catering & Events, Inc.",1255 22nd St,San Francisco,CA,94107,,,,14155530288,69186_20180221,02/21/2018 12:00:00 AM,81.0,Routine - Unscheduled,69186_20180221_103129,Insufficient hot water or running water,Moderate Risk,low
69188,Siam Lotus Thai Cuisine,1705 HAIGHT St,San Francisco,CA,94117,37.769447,-122.450796,"(37.769447, -122.450796)",,69188_20181105,11/05/2018 12:00:00 AM,92.0,Routine - Unscheduled,69188_20181105_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,medium
69194,Grandma's Deli & Cafe,1551 Mission St,San Francisco,CA,94103,,,,,69194_20170105,01/05/2017 12:00:00 AM,96.0,Routine - Unscheduled,69194_20170105_103147,Inadequate ventilation or lighting,Low Risk,low
69195,Center Cafe,205 13th St,San Francisco,CA,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,06/21/2017 12:00:00 AM,81.0,Routine - Unscheduled,69195_20170621_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
69199,Mehfil Indian Restaurant,28 02nd St,San Francisco,CA,94105,,,,,69199_20180223,02/23/2018 12:00:00 AM,53.0,Non-inspection site visit,69199_20180223_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,low
69205,Lai Hong Lounge,1416 Powell St,San Francisco,CA,94133,37.797596,-122.410207,"(37.797596, -122.410207)",,69205_20171215,12/15/2017 12:00:00 AM,68.0,Complaint,69205_20160426_103139,Improper food storage,Low Risk,medium
69207,Ilana Cafe,2314 Clement St,San Francisco,CA,94121,37.782078,-122.484171,"(37.782078, -122.484171)",na,69207_20160412,04/12/2016 12:00:00 AM,92.0,Routine - Unscheduled,69207_20160412_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,high
69208,Wine & Wall,30 Steuart St,San Francisco,CA,94105,37.794138,-122.394404,"(37.794138, -122.394404)",,69208_20161116,11/16/2016 12:00:00 AM,87.0,Routine - Unscheduled,69208_20161116_103161,Low risk vermin infestation,Low Risk,medium
69214,Dolce Amore,1477 Van Ness Ave,San Francisco,CA,94109,37.789259,-122.422277,"(37.789259, -122.422277)",,69214_20161020,10/20/2016 12:00:00 AM,92.0,Routine - Unscheduled,69214_20161020_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,medium
69217,Orexi Inc.,243 WEST PORTAL Ave,San Francisco,CA,94127,37.738434,-122.468438,"(37.738434, -122.468438)",14155863810,69217_20180830,08/30/2018 12:00:00 AM,92.0,Routine - Unscheduled,69217_20180830_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,high
69237,SPRESSA,51 Cambon Dr,San Francisco,CA,94132,37.718254,-122.474427,"(37.718254, -122.474427)",14155231520,69237_20160816,08/16/2016 12:00:00 AM,100.0,Routine - Unscheduled,,,,medium
69244,Jamber,858 Folsom St,San Francisco,CA,94107,37.780975,-122.402612,"(37.780975, -122.402612)",,69244_20170816,08/16/2017 12:00:00 AM,90.0,Routine - Unscheduled,69244_20170816_103148,No thermometers or uncalibrated thermometers,Low Risk,low
69249,Bon Appetit @ Twitter,1355 Market St 9th Fl.,San Francisco,CA,94103,37.777168,-122.416702,"(37.777168, -122.416702)",,69249_20160502,05/02/2016 12:00:00 AM,92.0,Reinspection/Followup,69249_20161025_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
69250,"Fame Venue, LLC",443 Broadway St,San Francisco,CA,94133,37.798082,-122.404622,"(37.798082, -122.404622)",,69250_20160707,07/07/2016 12:00:00 AM,98.0,Routine - Unscheduled,69250_20160707_103150,Improper or defective plumbing,Low Risk,medium
69253,Chili Cha Cha 2,3166 24th St,San Francisco,CA,94110,,,,,69253_20160630,06/30/2016 12:00:00 AM,94.0,Routine - Unscheduled,69253_20160630_103120,Moderate risk food holding temperature,Moderate Risk,low
69259,Goat Hill Pizza,170 WEST PORTAL Ave,San Francisco,CA,94127,37.739154,-122.467794,"(37.739154, -122.467794)",14155641440,69259_20180911,09/11/2018 12:00:00 AM,100.0,Routine - Unscheduled,69259_20160411_103102,Unclean hands or improper use of gloves,High Risk,high
69275,Tacos El Tuca,428 11th St,San Francisco,CA,94103,37.769957,-122.411668,"(37.769957, -122.411668)",,69275_20160817,08/17/2016 12:00:00 AM,87.0,Routine - Unscheduled,69275_20160817_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
69282,New Jumbo Seafood Restaurant,1532 NORIEGA St,San Francisco,CA,94122,37.754132,-122.480058,"(37.754132, -122.480058)",14155681800,69282_20160413,04/13/2016 12:00:00 AM,76.0,Routine - Unscheduled,69282_20160413_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,high
69288,Plaj Restaurant & Bar,333 FULTON St,San Francisco,CA,94102,37.778854,-122.422237,"(37.778854, -122.422237)",63281499,69288_20180907,09/07/2018 12:00:00 AM,91.0,Routine - Unscheduled,69288_20180907_103109,Unclean or unsanitary food contact surfaces,High Risk,high
69290,Kettle Corn Star,865 Market St,San Francisco,CA,94103,,,,,69290_20160310,03/10/2016 12:00:00 AM,98.0,Non-inspection site visit,69290_20160428_103157,Food safety certificate or food handler card not available,Low Risk,low
69291,Cheese Boutique,660 Chenery St,San Francisco,CA,94131,37.734548,-122.433341,"(37.734548, -122.433341)",,69291_20160330,03/30/2016 12:00:00 AM,98.0,Routine - Unscheduled,69291_20160330_103147,Inadequate ventilation or lighting,Low Risk,medium
69294,We Sushi,428 11th,San Francisco,CA,,37.770613,-122.412191,"(37.770613, -122.412191)",,69294_20160328,03/28/2016 12:00:00 AM,83.0,Routine - Unscheduled,69294_20160328_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,low
69299,Restaurante Monte Cristo #2,6286 03rd St,San Francisco,CA,94124,37.721007,-122.396439,"(37.721007, -122.396439)",,69299_20170125,01/25/2017 12:00:00 AM,88.0,Reinspection/Followup,69299_20170117_103161,Low risk vermin infestation,Low Risk,medium
69312,El Sur LLC,Off The Grid,San Francisco,CA,,0.0,0.0,"(0, 0)",,69312_20160607,06/07/2016 12:00:00 AM,100.0,Routine - Unscheduled,69312_20170422_103145,Improper storage of equipment utensils or linens,Low Risk,low
69317,New Casa Maria Produce Market #2,58 LELAND Ave,San Francisco,CA,94134,37.711726,-122.404928,"(37.711726, -122.404928)",,69317_20160914,09/14/2016 12:00:00 AM,88.0,Routine - Unscheduled,69317_20160914_103161,Low risk vermin infestation,Low Risk,medium
69324,Las Brisas,3137 MISSION St,San Francisco,CA,94110,37.747173,-122.418804,"(37.747173, -122.418804)",,69324_20180309,03/09/2018 12:00:00 AM,84.0,Routine - Unscheduled,69324_20180309_103103,High risk food holding temperature,High Risk,medium
69350,Chipotle Mexican Grill #1460,121 04th St Space #1035,San Francisco,CA,94103,37.784283,-122.403881,"(37.784283, -122.403881)",,69350_20161110,11/10/2016 12:00:00 AM,96.0,Routine - Unscheduled,69350_20161110_103131,Moderate risk vermin infestation,Moderate Risk,low
69351,Sarku Japan,865 Market St Space#C08,San Francisco,CA,94103,37.784317,-122.407563,"(37.784317, -122.407563)",3357164497,69351_20171207,12/07/2017 12:00:00 AM,85.0,Routine - Unscheduled,69351_20171207_103142,Unclean nonfood contact surfaces,Low Risk,high
69353,Aria,932 Larkin St,San Francisco,CA,94109,37.786565,-122.418116,"(37.786565, -122.418116)",480991218,69353_20160907,09/07/2016 12:00:00 AM,86.0,Routine - Unscheduled,69353_20160907_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,high
69368,Onigilly,343 Kearny St,San Francisco,CA,94108,37.791149,-122.404171,"(37.791149, -122.404171)",14155674706,69368_20160505,05/05/2016 12:00:00 AM,86.0,Routine - Unscheduled,69368_20160505_103127,Noncompliance with HAACP plan or variance,Moderate Risk,high
69383,La Mediterranee,1624 Powell St,San Francisco,CA,94133,37.799639,-122.410657,"(37.799639, -122.410657)",14155922956,69383_20170106,01/06/2017 12:00:00 AM,96.0,Routine - Unscheduled,69383_20170106_103133,Foods not protected from contamination,Moderate Risk,high
69387,Chabaa Thai Cuisine,420 Geary St,San Francisco,CA,94102,37.787178,-122.410237,"(37.787178, -122.410237)",14155343121,69387_20161123,11/23/2016 12:00:00 AM,88.0,Routine - Unscheduled,69387_20161123_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,high
69388,Dragoneats,520 Gough St,San Francisco,CA,94102,37.778357,-122.423237,"(37.778357, -122.423237)",,69388_20180326,03/26/2018 12:00:00 AM,94.0,Routine - Unscheduled,69388_20180326_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
69392,Wonderland Restaurant,500 Haight St,San Francisco,CA,94117,37.772097,-122.430804,"(37.772097, -122.430804)",,69392_20160630,06/30/2016 12:00:00 AM,70.0,Routine - Unscheduled,69392_20160630_103139,Improper food storage,Low Risk,low
69397,Minna SF Group LLC,142 Minna St,San Francisco,CA,94105,,,,,69397_20170203,02/03/2017 12:00:00 AM,64.0,Routine - Unscheduled,69397_20170203_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,low
69403,Lolinda,2518 Mission St,San Francisco,CA,94110,37.756698,-122.418951,"(37.756698, -122.418951)",,69403_20160622,06/22/2016 12:00:00 AM,78.0,Non-inspection site visit,69403_20160613_103109,Unclean or unsanitary food contact surfaces,High Risk,low
69419,Chabaa Thai Cuisine INC.,2123 Irving Street,San Francisco,CA,94122,37.763359,-122.4806,"(37.763359, -122.4806)",,69419_20160810,08/10/2016 12:00:00 AM,86.0,Routine - Unscheduled,69419_20160810_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
69437,Inticing Creations,438 Clementina St,San Francisco,CA,94103,37.780068,-122.40485,"(37.780068, -122.40485)",,69437_20160817,08/17/2016 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
6944,ABC Super Market Inc,641 Broadway St,San Francisco,CA,94133,37.797753,-122.407597,"(37.797753, -122.407597)",,6944_20171207,12/07/2017 12:00:00 AM,90.0,Reinspection/Followup,6944_20171130_103139,Improper food storage,Low Risk,medium
69465,La Corneta,2731 MISSION St,San Francisco,CA,94110,37.753336,-122.418494,"(37.753336, -122.418494)",14155647001,69465_20160302,03/02/2016 12:00:00 AM,94.0,Routine - Unscheduled,69465_20160302_103139,Improper food storage,Low Risk,high
69466,Liberty Cafe,410 CORTLAND Ave,San Francisco,CA,94110,37.739098,-122.417463,"(37.739098, -122.417463)",,69466_20170925,09/25/2017 12:00:00 AM,74.0,Routine - Unscheduled,69466_20170925_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,medium
69475,"La Corneta, Inc",2834 Diamond St,San Francisco,CA,94131,37.734012,-122.434072,"(37.734012, -122.434072)",14155468757,69475_20160817,08/17/2016 12:00:00 AM,94.0,Routine - Unscheduled,69475_20160817_103120,Moderate risk food holding temperature,Moderate Risk,low
6948,Kin Fai Produce,628 Pacific Ave,San Francisco,CA,94133,37.797018,-122.406212,"(37.797018, -122.406212)",,6948_20180511,05/11/2018 12:00:00 AM,88.0,Reinspection/Followup,6948_20160301_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
69486,Tsing's Chinese Restaurant,361 WEST PORTAL Ave,San Francisco,CA,94127,42.873812,-73.204529,,14155817297,69486_20180830,08/30/2018 12:00:00 AM,79.0,Routine - Unscheduled,69486_20180830_103147,Inadequate ventilation or lighting,Low Risk,low
69487,Hakkasan San Francisco,1 Kearny St,San Francisco,CA,94108,,,,,69487_20180418,04/18/2018 12:00:00 AM,88.0,Routine - Unscheduled,69487_20180418_103129,Insufficient hot water or running water,Moderate Risk,low
69489,Sushirrito,475 Sansome St #120N,San Francisco,CA,94111,37.794643,-122.401395,"(37.794643, -122.401395)",,69489_20160318,03/18/2016 12:00:00 AM,100.0,Routine - Unscheduled,69489_20170912_103120,Moderate risk food holding temperature,Moderate Risk,medium
69492,Bay Area Little John's Candies,1422 Market St,San Francisco,CA,94102,,,,,69492_20160505,05/05/2016 12:00:00 AM,90.0,Routine - Unscheduled,69492_20160505_103157,Food safety certificate or food handler card not available,Low Risk,low
